date_gmt,CSA,LUA,CKH,VIE,NON
2020-06-19,4.02,10.59,8.57,6.35,6.16
2020-06-20,3.85,10.34,8.3,6.0,5.77
2020-06-21,3.85,10.06,8.0,5.65,5.45
2020-06-22,3.79,9.94,7.82,5.35,5.12
2020-06-23,3.79,9.96,7.5,5.08,4.83
2020-06-24,3.76,9.98,7.25,4.75,4.51
2020-06-25,3.57,9.66,7.28,4.52,4.22
2020-06-26,3.53,9.64,7.37,4.52,4.14
2020-06-27,3.61,9.56,7.12,4.6,4.25
2020-06-28,3.74,9.48,7.08,4.42,4.12
2020-06-29,3.75,9.36,6.86,4.38,4.02
2020-06-30,3.49,9.4,6.87,4.24,3.91
2020-07-01,3.45,9.52,6.86,4.22,3.88
2020-07-02,3.55,9.56,6.83,4.2,3.86
2020-07-03,3.49,9.62,6.79,4.13,3.8
2020-07-04,3.26,9.76,6.69,4.1,3.72
2020-07-05,2.88,9.84,6.65,4.02,3.66
2020-07-06,2.62,9.62,6.74,4.08,3.65
2020-07-07,2.58,9.42,6.91,4.08,3.65
2020-07-08,2.77,9.3,6.67,4.2,3.78
2020-07-09,2.81,9.24,6.45,4.1,3.77
2020-07-10,2.76,9.32,6.6,4.04,3.62
2020-07-11,2.62,9.22,6.63,4.0,3.55
2020-07-12,2.62,9.28,6.88,4.08,3.67
2020-07-13,2.46,9.39,6.69,4.25,3.92
2020-07-14,2.42,9.44,6.44,4.18,3.83
2020-07-15,2.44,9.32,6.3,3.92,3.65
2020-07-16,2.69,9.12,6.44,3.8,3.49
2020-07-17,2.77,8.82,6.36,3.8,3.5
2020-07-18,2.6,9.1,6.13,3.73,3.5
2020-07-19,2.6,9.54,5.8,3.8,3.3
2020-07-20,3.1,9.36,5.61,3.34,3.0
2020-07-21,4.85,9.48,6.02,3.13,2.68
2020-07-22,6.57,9.72,6.3,3.46,2.87
2020-07-23,5.81,10.44,6.84,3.69,3.15
2020-07-24,5.28,12.07,8.37,4.22,3.55
2020-07-25,4.59,12.28,10.1,5.99,5.04
2020-07-26,3.98,12.26,10.5,7.53,6.95
2020-07-27,4.23,11.66,10.5,7.96,7.64
2020-07-28,4.75,11.32,9.98,7.79,7.63
2020-07-29,4.49,11.04,9.49,7.27,7.18
2020-07-30,4.17,11.6,9.08,6.78,6.68
2020-07-31,3.97,11.4,9.17,6.28,6.18
2020-08-01,3.6,10.74,9.19,6.55,6.21
2020-08-02,3.3,10.78,8.58,6.23,6.2
2020-08-03,3.43,11.94,8.3,5.7,5.68
2020-08-04,3.37,10.74,9.2,5.2,5.37
2020-08-05,3.43,10.54,9.08,6.58,6.04
2020-08-06,3.33,10.48,8.38,6.02,6.09
2020-08-07,3.13,10.5,8.0,5.45,5.5
2020-08-08,2.95,10.36,7.98,5.1,5.02
2020-08-09,2.78,10.22,7.87,4.95,4.86
2020-08-10,2.58,9.94,7.69,4.78,4.75
2020-08-11,2.56,9.98,7.39,4.71,4.6
2020-08-12,2.64,10.24,7.2,4.6,4.36
2020-08-13,3.03,10.34,7.83,4.47,4.12
2020-08-14,3.22,9.94,7.72,4.81,4.48
2020-08-15,3.44,10.04,7.71,4.77,4.62
2020-08-16,3.34,10.64,7.64,4.77,4.62
2020-08-17,3.88,11.18,7.87,4.74,4.58
2020-08-18,4.47,10.94,8.78,5.06,4.75
2020-08-19,4.6,11.08,8.84,5.92,5.65
2020-08-20,4.58,11.52,8.83,5.93,5.92
2020-08-21,4.56,11.6,9.16,5.98,5.88
2020-08-22,4.56,11.44,9.49,6.4,6.22
2020-08-23,4.1,11.22,9.3,6.6,6.55
2020-08-24,3.77,11.0,9.04,6.46,6.44
2020-08-25,3.63,10.84,8.92,6.1,6.23
2020-08-26,3.69,10.5,8.73,6.02,6.04
2020-08-27,3.76,10.46,8.46,5.84,5.87
2020-08-28,3.86,10.48,8.26,5.59,5.73
2020-08-29,3.82,10.58,8.24,5.47,5.42
2020-08-30,3.57,10.68,8.29,5.41,5.35
2020-08-31,3.43,10.52,8.34,5.42,5.35
2020-09-01,3.27,10.38,8.52,5.56,5.42
2020-09-02,3.19,10.22,8.26,5.7,5.62
2020-09-03,3.17,10.26,8.12,5.46,5.45
2020-09-04,3.13,10.06,8.02,5.35,5.3
2020-09-05,3.13,10.16,8.16,5.31,5.25
2020-09-06,3.22,10.24,7.91,5.28,5.31
2020-09-07,3.3,10.28,8.1,5.14,5.13
2020-09-08,3.23,9.94,8.18,5.4,5.25
2020-09-09,3.12,10.04,8.08,5.5,5.41
2020-09-10,3.08,9.98,8.58,5.6,5.4
2020-09-11,3.1,9.74,9.16,6.39,6.03
2020-09-12,3.2,9.58,8.79,6.74,6.84
2020-09-13,2.75,9.7,8.3,6.06,6.15
2020-09-14,2.44,9.84,7.82,5.66,5.66
2020-09-15,2.49,9.94,8.0,5.35,5.35
2020-09-16,2.46,9.74,8.4,5.7,5.53
2020-09-17,2.52,9.58,8.64,6.06,5.97
2020-09-18,2.7,9.6,8.52,6.42,6.26
2020-09-19,2.82,9.3,7.98,5.92,6.12
2020-09-20,2.82,9.44,7.8,5.42,5.45
2020-09-21,2.7,9.54,7.45,5.15,5.26
2020-09-22,2.8,9.76,7.65,4.88,4.88
2020-09-23,3.0,9.78,7.82,5.07,5.01
2020-09-24,2.77,9.68,8.02,5.35,5.21
2020-09-25,2.63,9.68,8.08,5.56,5.45
2020-09-26,2.54,9.58,8.23,5.61,5.51
2020-09-27,2.45,9.5,8.28,5.7,5.67
2020-09-28,2.43,9.4,8.38,5.84,5.74
2020-09-29,2.42,9.34,8.12,5.92,5.9
2020-09-30,2.37,9.24,7.7,5.53,5.65
2020-10-01,2.22,9.16,7.32,5.09,5.13
2020-10-02,2.22,9.18,7.0,4.68,4.65
2020-10-03,2.24,9.24,6.87,4.42,4.34
2020-10-04,2.45,9.34,6.62,4.38,4.17
2020-10-05,2.6,9.28,6.47,4.0,3.85
2020-10-06,2.59,9.3,6.55,3.84,3.58
2020-10-07,2.52,9.34,6.45,3.88,3.6
2020-10-08,2.44,9.4,6.5,3.79,3.55
2020-10-09,2.33,9.37,6.48,3.82,3.53
2020-10-10,2.23,9.23,6.47,3.79,3.48
2020-10-11,2.24,9.21,6.46,3.76,3.48
2020-10-12,2.63,8.95,6.38,3.73,3.48
2020-10-13,2.8,9.16,6.89,3.9,3.55
2020-10-14,2.77,9.22,6.65,4.15,3.85
2020-10-15,2.51,9.32,6.35,4.03,3.85
2020-10-16,2.19,9.32,6.44,3.77,3.54
2020-10-17,2.19,9.18,6.62,3.83,3.48
2020-10-18,2.33,8.97,6.8,3.97,3.62
2020-10-19,2.67,8.83,6.5,4.05,3.76
2020-10-20,2.73,8.78,6.16,3.77,3.61
2020-10-21,2.71,8.86,5.97,3.65,3.26
2020-10-22,2.73,8.95,6.02,3.46,3.05
2020-10-23,2.76,8.97,6.35,3.61,3.07
2020-10-24,2.82,9.04,6.46,3.8,3.31
2020-10-25,2.98,9.29,6.42,3.85,3.47
2020-10-26,2.83,9.34,6.42,3.81,3.45
2020-10-27,2.81,9.37,6.49,3.81,3.43
2020-10-28,2.82,9.36,6.6,3.86,3.43
2020-10-29,2.64,9.33,6.6,3.93,3.51
2020-10-30,2.6,9.38,6.55,3.95,3.52
2020-10-31,2.69,9.22,6.5,3.89,3.48
2020-11-01,2.29,8.57,6.12,2.55,2.89
2020-11-02,2.29,8.52,5.91,2.76,3.15
2020-11-03,2.38,8.71,5.5,2.54,3.07
2020-11-04,2.69,8.76,5.4,2.27,2.73
2020-11-05,2.8,8.82,5.36,2.05,2.48
2020-11-06,2.75,8.77,5.37,2.0,2.44
2020-11-07,2.76,8.72,5.44,2.0,2.4
2020-11-08,2.7,8.67,5.66,2.1,2.43
2020-11-09,2.55,8.62,5.9,2.26,2.52
2020-11-10,2.51,8.7,5.95,2.3,2.74
2020-11-11,2.5,8.72,6.0,2.42,2.85
2020-11-12,2.49,8.44,5.82,2.55,2.93
2020-11-13,2.71,8.36,5.56,2.4,2.84
2020-11-14,2.93,8.79,5.16,2.23,2.73
2020-11-15,2.72,8.84,5.2,2.14,2.32
2020-11-16,2.47,8.92,5.42,2.14,2.22
2020-11-17,2.39,8.97,5.52,2.28,2.32
2020-11-18,2.45,8.84,5.76,2.35,2.42
2020-11-19,2.44,8.79,5.72,2.5,2.55
2020-11-20,2.16,8.56,5.42,2.53,2.67
2020-11-21,2.16,8.54,5.28,2.32,2.48
2020-11-22,2.1,8.5,5.2,2.2,2.31
2020-11-23,1.96,8.45,5.16,2.12,2.2
2020-11-24,1.99,8.51,4.86,2.02,2.15
2020-11-25,2.14,8.45,4.86,1.92,2.02
2020-11-26,2.18,8.4,4.75,1.9,1.93
2020-11-27,2.02,8.35,4.6,1.82,1.89
2020-11-28,2.2,8.55,4.51,1.74,1.79
2020-11-29,2.29,8.42,4.72,1.72,1.69
2020-11-30,2.29,8.3,4.86,1.7,1.68
2020-12-01,2.16,8.25,4.74,1.75,1.84
2020-12-02,2.15,8.57,4.48,1.85,1.88
2020-12-03,2.06,8.7,4.62,1.78,1.75
2020-12-04,2.03,8.6,4.7,1.65,1.65
2020-12-05,2.02,8.55,4.78,1.65,1.73
2020-12-06,2.02,8.5,4.62,1.78,1.8
2020-12-07,2.06,8.62,4.46,1.75,1.8
2020-12-08,2.16,8.7,4.36,1.65,1.68
2020-12-09,2.3,8.65,4.35,1.53,1.55
2020-12-10,2.33,8.8,4.47,1.5,1.49
2020-12-11,2.26,9.06,4.49,1.53,1.55
2020-12-12,2.25,9.17,4.48,1.55,1.61
2020-12-13,2.21,9.0,4.68,1.56,1.62
2020-12-14,2.37,9.06,5.0,1.65,1.66
2020-12-15,2.43,8.97,4.88,1.86,1.89
2020-12-16,2.48,8.85,4.92,1.9,1.99
2020-12-17,2.71,9.04,4.85,1.86,1.94
2020-12-18,2.76,9.0,4.72,1.85,1.92
2020-12-19,2.7,8.95,4.9,1.88,1.86
2020-12-20,2.72,8.95,5.17,1.92,1.85
2020-12-21,2.79,9.28,5.24,2.0,2.02
2020-12-22,2.77,9.18,5.16,2.08,2.14
2020-12-23,2.81,9.22,5.3,2.1,2.16
2020-12-24,2.78,9.26,5.38,2.03,2.14
2020-12-25,2.78,9.32,5.42,2.16,2.27
2020-12-26,2.85,9.2,5.58,2.22,2.3
2020-12-27,2.77,8.72,5.75,2.3,2.4
2020-12-28,2.69,8.68,5.82,2.5,2.55
2020-12-29,2.68,8.66,5.32,2.58,2.68
2020-12-30,2.6,8.6,5.39,2.5,2.45
2020-12-31,2.54,8.57,5.42,2.23,2.28
2021-01-01,1.79,8.88,4.1,1.9,1.18
2021-01-02,1.77,8.76,4.16,1.9,1.24
2021-01-03,1.78,8.68,4.11,1.93,1.26
2021-01-04,1.78,8.7,4.12,1.93,1.27
2021-01-05,1.79,8.75,4.04,1.94,1.27
2021-01-06,1.87,8.74,3.94,1.9,1.24
2021-01-07,1.79,8.76,3.87,1.84,1.18
2021-01-08,1.77,8.8,3.83,1.77,1.15
2021-01-09,1.76,8.77,3.83,1.73,1.06
2021-01-10,1.75,8.78,3.86,1.74,1.04
2021-01-11,1.74,8.8,3.89,1.77,1.07
2021-01-12,1.74,8.84,3.58,1.79,1.1
2021-01-13,1.74,8.87,3.83,1.79,1.12
2021-01-14,1.71,8.7,3.82,1.77,1.08
2021-01-15,1.71,8.72,3.96,1.77,1.08
2021-01-16,1.76,8.77,3.92,1.84,1.12
2021-01-17,1.95,8.8,3.85,1.87,1.09
2021-01-18,2.35,8.92,3.82,1.82,1.04
2021-01-19,1.95,8.88,3.84,1.8,1.01
2021-01-20,2.36,8.84,4.13,1.79,1.0
2021-01-21,2.38,9.0,4.62,1.9,1.17
2021-01-22,2.4,9.17,4.74,2.18,1.42
2021-01-23,2.41,8.98,4.88,2.41,1.69
2021-01-24,2.17,8.93,5.3,2.5,1.8
2021-01-25,1.89,8.88,5.32,2.76,2.05
2021-01-26,1.77,8.83,5.26,2.84,2.19
2021-01-27,1.75,8.82,4.96,2.78,2.15
2021-01-28,1.8,8.72,4.73,2.64,2.04
2021-01-29,1.78,8.76,4.32,2.49,1.88
2021-01-30,1.76,8.4,4.26,2.28,1.67
2021-01-31,1.74,8.54,4.13,2.14,1.49
2021-02-01,1.73,8.64,3.81,2.04,1.38
2021-02-02,1.7,8.68,3.72,1.84,1.24
2021-02-03,1.68,8.72,3.71,1.68,1.06
2021-02-04,1.64,8.77,3.69,1.64,0.99
2021-02-05,1.66,8.79,3.7,1.68,0.86
2021-02-06,1.63,8.58,3.76,1.7,1.0
2021-02-07,1.76,8.72,3.77,1.73,1.03
2021-02-08,1.82,8.77,3.63,1.76,1.06
2021-02-09,1.79,8.74,3.62,1.7,1.04
2021-02-10,1.71,8.79,3.68,1.65,0.97
2021-02-11,1.7,8.84,3.72,1.73,0.98
2021-02-12,1.66,8.88,3.74,1.72,1.03
2021-02-13,1.64,8.83,3.86,1.74,1.06
2021-02-14,1.62,8.78,3.82,1.81,1.12
2021-02-15,0.0,0.0,0.0,0.0,0.0
2021-02-16,1.59,8.53,3.7,1.79,1.12
2021-02-17,1.58,8.36,3.64,1.73,1.05
2021-02-18,1.58,8.44,3.61,1.69,1.0
2021-02-19,1.59,8.43,3.55,1.65,0.98
2021-02-20,1.64,8.54,3.52,1.65,0.98
2021-02-21,1.78,8.88,3.75,1.69,0.88
2021-02-22,2.1,8.94,4.06,1.79,1.08
2021-02-23,2.25,8.98,4.23,1.96,1.25
2021-02-24,2.28,8.46,4.6,2.08,1.38
2021-02-25,2.27,8.75,4.62,2.26,1.52
2021-02-26,2.23,8.93,4.28,2.37,1.7
2021-02-27,2.24,8.92,4.28,2.22,1.61
2021-02-28,2.08,8.92,4.56,2.12,1.46
2021-03-01,1.86,8.87,4.68,2.27,1.53
2021-03-02,1.84,8.84,4.71,2.38,1.68
2021-03-03,2.18,8.8,4.54,2.4,1.71
2021-03-04,2.4,8.77,4.31,2.35,1.72
2021-03-05,2.62,8.86,4.12,2.18,1.56
2021-03-06,2.77,8.81,4.1,2.04,1.43
2021-03-07,2.91,8.75,4.34,1.98,1.33
2021-03-08,3.05,8.89,4.91,2.13,1.43
2021-03-09,3.09,9.18,5.25,2.49,1.7
2021-03-10,3.18,9.18,5.36,2.78,2.02
2021-03-11,3.24,8.94,5.57,2.89,2.2
2021-03-12,3.24,8.98,5.8,3.06,2.32
2021-03-13,3.44,9.27,5.78,3.25,2.56
2021-03-14,3.41,9.4,5.61,3.26,2.64
2021-03-15,3.55,9.42,5.72,3.1,2.55
2021-03-16,3.65,9.4,5.98,3.17,2.55
2021-03-17,3.72,9.46,6.13,3.35,2.71
2021-03-18,3.69,9.46,6.38,3.52,2.92
2021-03-19,3.61,9.65,6.62,3.73,3.1
2021-03-20,3.49,9.73,6.38,3.93,3.39
2021-03-21,3.29,9.64,6.44,3.77,3.32
2021-03-22,2.95,9.72,6.56,3.81,3.27
2021-03-23,2.58,9.58,6.43,3.92,3.42
2021-03-24,2.78,9.22,6.48,3.86,3.42
2021-03-25,3.14,8.86,6.4,3.89,3.4
2021-03-26,3.17,8.76,6.0,3.82,3.38
2021-03-27,2.97,8.71,5.74,3.51,3.12
2021-03-28,2.86,8.98,5.68,3.08,2.8
2021-03-29,2.84,8.94,5.83,3.02,2.64
2021-03-30,2.96,9.0,6.03,3.46,2.8
2021-03-31,2.87,9.14,5.98,3.55,3.0
2021-04-01,2.82,9.19,5.67,3.48,3.04
2021-04-02,2.81,9.12,5.71,3.2,2.75
2021-04-03,2.57,9.06,5.67,3.17,2.65
2021-04-04,2.4,9.2,5.6,3.13,2.62
2021-04-05,2.5,9.16,5.41,3.07,2.56
2021-04-06,2.5,9.1,5.35,3.07,2.42
2021-04-07,2.39,9.16,5.23,2.87,2.32
2021-04-08,2.79,8.86,5.13,2.78,2.23
2021-04-09,3.16,8.8,5.16,2.72,2.15
2021-04-10,2.88,8.76,5.16,2.7,2.12
2021-04-11,2.54,8.84,5.2,2.7,2.12
2021-04-12,2.38,9.34,5.28,2.72,2.12
2021-04-13,2.45,9.33,5.46,2.79,2.3
2021-04-14,2.71,9.02,5.53,2.89,2.28
2021-04-15,2.57,8.78,5.6,2.99,2.4
2021-04-16,2.32,8.85,5.41,3.04,2.5
2021-04-17,1.9,9.2,5.32,2.94,2.42
2021-04-18,1.7,9.23,5.26,2.85,2.32
2021-04-19,1.8,8.68,5.4,2.84,2.28
2021-04-20,1.98,8.58,5.77,2.95,2.32
2021-04-21,2.6,8.28,5.34,3.21,2.63
2021-04-22,3.23,8.34,5.16,2.95,2.52
2021-04-23,3.5,8.55,4.91,2.76,2.24
2021-04-24,3.64,8.93,4.82,2.58,2.05
2021-04-25,3.68,9.51,5.44,2.5,1.92
2021-04-26,3.65,9.83,5.82,2.82,2.1
2021-04-27,3.67,9.85,6.26,3.18,2.53
2021-04-28,3.68,9.72,6.73,3.57,2.92
2021-04-29,3.65,9.58,6.92,4.06,3.45
2021-04-30,3.74,9.5,6.88,4.26,3.83
2021-05-01,3.87,9.52,6.85,4.23,3.83
2021-05-02,3.7,9.57,6.76,4.2,3.79
2021-05-03,3.39,9.9,6.7,4.11,3.7
2021-05-04,3.14,9.86,6.58,4.06,3.66
2021-05-05,2.55,9.68,6.8,3.97,3.55
2021-05-06,2.75,9.44,6.72,4.12,3.64
2021-05-07,3.27,8.94,6.42,4.06,3.68
2021-05-08,3.46,8.76,6.17,3.9,3.56
2021-05-09,3.3,8.9,5.96,3.7,3.32
2021-05-10,3.18,9.2,5.95,3.46,3.05
2021-05-11,3.25,9.33,6.16,3.42,2.94
2021-05-12,3.57,9.36,6.33,3.49,3.02
2021-05-13,4.03,9.44,6.42,3.76,3.28
2021-05-14,4.16,9.8,6.45,3.83,3.4
2021-05-15,3.99,10.0,6.57,3.87,3.44
2021-05-16,3.82,10.11,7.22,3.99,3.54
2021-05-17,3.62,10.03,7.57,4.51,3.95
2021-05-18,3.3,10.13,7.75,4.83,4.44
2021-05-19,3.12,9.86,7.76,5.02,4.62
2021-05-20,3.21,9.52,7.5,5.02,4.75
2021-05-21,3.3,9.56,7.17,4.8,4.5
2021-05-22,3.54,9.64,6.77,4.55,4.31
2021-05-23,3.97,9.94,7.62,4.33,4.01
2021-05-24,4.75,10.51,7.91,4.52,4.38
2021-05-25,4.54,10.43,8.87,5.24,4.89
2021-05-26,4.02,10.12,9.6,6.36,5.76
2021-05-27,3.58,10.98,9.3,6.9,6.67
2021-05-28,3.37,10.58,8.95,6.59,6.6
2021-05-29,3.21,10.3,8.51,6.26,6.15
2021-05-30,3.17,10.02,8.04,5.84,5.76
2021-05-31,3.08,9.64,7.76,5.39,5.26
2021-06-01,3.23,9.62,7.59,5.11,4.89
2021-06-02,3.85,9.88,7.35,4.97,4.74
2021-06-03,4.28,9.9,7.14,4.72,4.5
2021-06-04,4.54,10.24,7.51,4.48,4.24
2021-06-05,3.5,10.46,7.68,4.76,4.37
2021-06-06,3.53,10.5,7.96,4.91,4.59
2021-06-07,3.49,10.22,8.06,5.16,4.83
2021-06-08,3.73,9.98,7.92,5.28,5.06
2021-06-09,4.31,9.9,7.6,5.07,4.95
2021-06-10,4.71,10.02,7.43,4.41,4.62
2021-06-11,4.68,10.54,7.54,4.65,4.42
2021-06-12,4.51,10.84,7.68,4.73,4.41
2021-06-13,4.1,10.9,8.2,4.92,4.56
2021-06-14,3.65,10.8,8.38,5.42,5.02
2021-06-15,3.56,10.51,8.19,5.57,5.34
2021-06-16,3.54,10.64,8.02,5.41,5.26
2021-06-17,3.79,10.66,8.04,5.26,5.12
2021-06-18,3.95,10.44,8.06,5.29,5.02
2021-06-19,3.65,10.53,7.85,5.24,5.05
2021-06-20,3.65,10.52,7.64,4.99,4.85
2021-06-21,3.28,10.18,7.78,4.85,4.62
2021-06-22,3.22,10.08,7.67,4.91,4.63
2021-06-23,3.44,9.7,7.57,4.82,4.59
2021-06-24,3.84,9.66,7.49,0.0,4.47
2021-06-25,4.23,9.42,7.21,4.66,4.4
2021-06-26,4.24,9.66,7.19,4.35,4.21
2021-06-27,3.62,10.3,7.17,4.4,4.11
2021-06-28,3.3,10.42,7.41,4.39,4.08
2021-06-29,2.84,10.19,7.9,4.64,4.19
2021-06-30,2.78,9.85,7.73,5.01,4.64
2021-07-01,2.92,9.46,7.39,4.87,4.67
2021-07-02,3.3,9.88,7.34,4.58,4.42
2021-07-03,3.28,9.44,7.22,4.15,4.23
2021-07-04,3.17,9.68,7.46,4.07,4.1
2021-07-05,2.95,10.08,7.21,4.23,4.25
2021-07-06,2.9,10.16,7.31,4.45,4.16
2021-07-07,3.48,10.1,7.58,4.58,4.22
2021-07-08,3.94,10.16,7.8,4.77,4.31
2021-07-09,4.02,10.44,7.91,5.06,4.67
2021-07-10,4.5,10.78,8.02,5.15,4.8
2021-07-11,4.62,10.82,8.41,5.31,4.97
2021-07-12,4.78,11.1,8.69,5.72,5.38
2021-07-13,4.7,11.25,8.84,5.99,5.78
2021-07-14,4.57,11.1,9.28,6.35,6.09
2021-07-15,4.44,11.27,9.69,6.83,6.58
2021-07-16,4.38,11.2,10.0,7.16,7.0
2021-07-17,4.32,10.9,9.79,7.42,7.26
2021-07-18,4.2,10.9,9.24,7.13,7.03
2021-07-19,4.13,10.7,8.94,6.6,6.62
2021-07-20,3.86,10.64,8.82,6.32,6.26
2021-07-21,3.62,10.86,8.78,6.32,6.12
2021-07-22,3.86,10.58,9.33,6.36,6.21
2021-07-23,3.85,10.46,9.5,7.1,6.75
2021-07-24,3.72,10.5,9.42,7.17,7.15
2021-07-25,3.7,10.64,9.15,6.98,7.03
2021-07-26,3.46,10.7,8.98,6.65,6.78
2021-07-27,3.29,10.62,8.74,6.38,6.45
2021-07-28,3.22,10.48,8.59,5.98,6.15
2021-07-29,3.35,10.26,8.37,5.71,5.92
2021-07-30,3.66,10.0,8.05,5.6,5.64
2021-07-31,3.88,9.7,8.0,5.5,5.31
2021-08-01,4.02,9.86,8.07,5.2,5.18
2021-08-02,3.78,9.98,7.87,5.36,5.16
2021-08-03,3.8,10.34,8.06,5.24,5.0
2021-08-04,3.85,10.46,8.07,5.42,5.13
2021-08-05,3.5,10.6,8.18,5.43,5.21
2021-08-06,3.04,10.7,8.29,5.4,5.26
2021-08-07,2.97,10.32,8.4,5.81,5.48
2021-08-08,3.2,10.18,8.26,5.96,5.76
2021-08-09,3.58,10.44,8.22,6.01,5.9
2021-08-10,3.98,10.42,8.38,5.88,5.75
2021-08-11,3.79,10.68,8.66,6.0,5.8
2021-08-12,4.11,11.56,8.82,6.2,6.03
2021-08-13,4.77,12.86,10.26,6.45,6.22
2021-08-14,5.9,12.62,11.24,7.88,7.55
2021-08-15,5.57,12.78,11.22,8.84,8.66
2021-08-16,5.0,13.28,11.46,8.74,8.73
2021-08-17,4.53,12.9,11.96,9.41,9.13
2021-08-18,4.27,12.36,11.52,9.44,9.43
2021-08-19,3.96,11.92,10.92,9.03,9.06
2021-08-20,3.93,11.72,10.25,8.41,8.52
2021-08-21,4.05,11.36,9.92,7.88,7.95
2021-08-22,3.9,11.82,10.04,7.8,7.84
2021-08-23,4.47,11.66,10.46,7.94,7.9
2021-08-24,4.5,11.5,10.21,8.18,7.9
2021-08-25,4.18,11.48,9.8,7.84,8.07
2021-08-26,4.24,11.6,9.73,7.59,7.65
2021-08-27,4.88,13.3,9.83,7.61,7.66
2021-08-28,5.5,13.35,11.33,7.83,7.85
2021-08-29,5.36,12.78,11.69,9.47,9.28
2021-08-30,4.7,12.92,11.07,9.16,9.36
2021-08-31,4.24,12.42,11.15,8.89,8.96
2021-09-01,4.13,11.74,10.67,8.76,8.86
2021-09-02,4.42,11.62,10.03,8.18,8.36
2021-09-03,4.44,11.48,9.73,7.61,7.68
2021-09-04,4.18,11.5,9.47,7.37,7.46
2021-09-05,3.98,11.46,9.37,7.18,7.23
2021-09-06,4.38,11.3,9.52,7.21,7.22
2021-09-07,4.62,11.42,9.59,7.35,7.36
2021-09-08,4.42,11.34,9.49,7.26,7.32
2021-09-09,4.24,11.66,9.57,7.17,7.18
2021-09-10,4.1,11.44,9.87,7.26,7.23
2021-09-11,3.8,11.02,10.42,7.76,7.63
2021-09-12,3.62,11.04,10.06,8.17,8.2
2021-09-13,3.93,11.42,10.04,7.8,7.9
2021-09-14,4.15,11.46,10.03,7.79,7.8
2021-09-15,4.57,11.72,10.17,7.75,7.72
2021-09-16,4.62,11.74,10.14,7.78,7.74
2021-09-17,4.67,11.66,10.08,7.77,7.76
2021-09-18,4.53,12.3,9.8,7.63,7.66
2021-09-19,4.5,12.3,10.31,7.5,7.47
2021-09-20,4.77,11.94,10.56,8.06,0.0
2021-09-21,4.78,12.82,10.17,8.06,7.96
2021-09-22,4.78,12.06,10.72,7.81,7.81
2021-09-23,4.84,11.86,10.36,8.33,8.25
2021-09-24,4.72,11.8,9.91,7.84,7.93
2021-09-25,4.73,11.88,10.07,7.59,7.57
2021-09-26,4.4,11.58,10.29,7.78,7.7
2021-09-27,4.05,11.48,10.5,8.02,8.03
2021-09-28,3.89,11.52,10.25,8.19,8.2
2021-09-29,3.67,10.84,10.03,7.94,8.05
2021-09-30,3.29,10.84,9.34,7.6,7.65
2021-10-01,2.95,10.6,9.42,7.1,7.12
2021-10-02,2.94,10.38,10.13,7.83,7.6
2021-10-03,3.2,10.3,10.3,8.41,8.39
2021-10-04,3.34,10.24,9.96,8.35,8.42
2021-10-05,3.58,10.32,9.78,7.97,8.11
2021-10-06,3.43,10.44,9.51,7.73,7.86
2021-10-07,3.21,11.1,9.35,7.36,7.47
2021-10-08,3.03,10.58,9.32,7.15,7.2
2021-10-09,3.1,10.4,9.12,7.03,7.05
2021-10-10,3.01,10.18,8.8,6.75,6.78
2021-10-11,3.0,10.16,8.54,6.39,6.39
2021-10-12,3.08,10.14,8.4,6.14,6.09
2021-10-13,3.02,10.08,8.28,5.94,5.85
2021-10-14,2.88,10.16,8.05,5.81,5.65
2021-10-15,2.78,10.14,7.95,5.6,5.44
2021-10-16,2.76,9.84,7.95,5.48,5.2
2021-10-17,2.65,9.62,7.8,5.4,5.13
2021-10-18,2.59,9.66,7.62,5.23,4.95
2021-10-19,2.53,9.62,7.36,5.01,4.64
2021-10-20,2.47,9.6,7.21,4.77,4.38
2021-10-21,2.43,9.58,7.12,4.63,4.18
2021-10-22,2.4,9.32,6.98,4.53,4.05
2021-10-23,2.38,9.06,7.0,4.48,3.96
2021-10-24,2.58,9.22,6.76,4.47,4.0
2021-10-25,2.72,9.2,6.4,4.27,3.78
2021-10-26,2.81,9.16,6.45,3.96,3.45
2021-10-27,2.88,9.2,6.44,3.95,3.36
2021-10-28,2.89,9.28,6.48,3.96,3.36
2021-10-29,2.98,9.24,6.55,3.97,3.38
2021-10-30,3.28,9.38,6.58,4.02,3.42
2021-10-31,3.35,9.26,6.58,4.03,3.43
2021-11-01,2.53,9.48,6.48,3.87,3.42
2021-11-02,2.63,9.56,6.46,3.82,3.42
2021-11-03,2.83,9.6,6.35,3.61,3.23
2021-11-04,2.85,9.66,6.56,3.69,3.2
2021-11-05,2.75,9.72,6.72,3.87,3.34
2021-11-06,2.7,9.81,6.78,4.01,3.52
2021-11-07,2.58,9.65,6.82,4.08,3.6
2021-11-08,2.48,9.55,6.98,4.12,3.65
2021-11-09,2.39,9.34,6.9,4.25,3.79
2021-11-10,2.44,9.44,6.62,4.19,3.79
2021-11-11,2.48,9.27,6.32,3.93,3.64
2021-11-12,2.43,9.2,6.25,3.68,3.31
2021-11-13,2.4,9.26,6.08,3.57,3.17
2021-11-14,2.37,9.34,6.02,3.72,3.0
2021-11-15,2.29,9.26,5.94,3.64,2.9
2021-11-16,2.27,8.9,6.03,3.28,2.78
2021-11-17,2.58,8.8,6.12,3.35,2.85
